season,date,home_team,away_team,home_score,away_score,home_xg,away_xg,home_PPDA,home_season_xPTS,home_season_xG,home_season_xGA,away_PPDA,away_season_xPTS,away_season_xG,away_season_xGA
21/22,11/7/21,EVE,TOT,0.0,0.0,0.6,0.8,14.03,43.54,44.47,60.69,12.53,66.09,67.95,43.7
21/22,11/7/21,LEE,LEI,1.0,1.0,1.97,0.8,8.58,43.86,51.19,71.31,11.78,42.31,49.49,66.11
21/22,11/7/21,WHU,LIV,3.0,2.0,1.25,1.46,14.06,53.56,54.98,53.88,8.07,86.56,93.02,32.73
21/22,11/20/21,LEI,CHE,0.0,3.0,0.5,2.57,11.78,42.31,49.49,66.11,8.76,73.38,69.3,35.12
21/22,11/20/21,AVL,BRI,2.0,0.0,1.07,0.58,12.91,46.2,43.13,53.1,9.37,54.18,49.57,47.21
21/22,11/20/21,BUR,CRY,3.0,3.0,1.04,1.75,12.89,38.1,41.11,60.22,11.38,58.15,48.84,41.33
21/22,11/20/21,NEW,BRE,3.0,3.0,2.18,1.23,13.8,41.53,41.53,62.71,11.66,56.0,52.89,49.5
21/22,11/20/21,NOR,SOU,2.0,1.0,0.44,1.13,15.33,25.04,31.51,80.08,10.5,43.45,47.35,64.56
21/22,11/20/21,WAT,MUN,4.0,1.0,2.73,1.67,14.27,35.45,39.34,67.53,12.84,54.52,57.21,56.85
21/22,11/20/21,WOL,WHU,1.0,0.0,1.32,0.44,14.64,40.54,39.04,58.48,14.06,53.56,54.98,53.88
21/22,11/20/21,LIV,ARS,4.0,0.0,3.97,0.27,8.07,86.56,93.02,32.73,12.55,64.76,63.39,48.39
21/22,11/21/21,MCI,EVE,3.0,0.0,2.61,0.27,8.52,91.88,93.4,25.21,14.03,43.54,44.47,60.69
21/22,11/21/21,TOT,LEE,2.0,1.0,2.32,1.47,12.53,66.09,67.95,43.7,8.58,43.86,51.19,71.31
21/22,11/27/21,ARS,NEW,2.0,0.0,2.84,0.19,12.55,64.76,63.39,48.39,13.8,41.53,41.53,62.71
21/22,11/27/21,CRY,AVL,1.0,2.0,0.96,0.45,11.38,58.15,48.84,41.33,12.91,46.2,43.13,53.1
21/22,11/27/21,LIV,SOU,4.0,0.0,3.07,0.97,8.07,86.56,93.02,32.73,10.5,43.45,47.35,64.56
21/22,11/27/21,NOR,WOL,0.0,0.0,1.4,0.3,15.33,25.04,31.51,80.08,14.64,40.54,39.04,58.48
21/22,11/27/21,BRI,LEE,0.0,0.0,1.9,0.86,9.37,54.18,49.57,47.21,8.58,43.86,51.19,71.31
21/22,11/28/21,BRE,EVE,1.0,0.0,1.2,0.97,11.66,56.0,52.89,49.5,14.03,43.54,44.47,60.69
21/22,11/28/21,LEI,WAT,4.0,2.0,2.16,2.38,11.78,42.31,49.49,66.11,14.27,35.45,39.34,67.53
21/22,11/28/21,MCI,WHU,2.0,1.0,2.72,0.17,8.52,91.88,93.4,25.21,14.06,53.56,54.98,53.88
21/22,11/28/21,CHE,MUN,1.0,1.0,2.35,0.56,8.76,73.38,69.3,35.12,12.84,54.52,57.21,56.85
21/22,11/30/21,NEW,NOR,1.0,1.0,1.16,1.51,13.8,41.53,41.53,62.71,15.33,25.04,31.51,80.08
21/22,11/30/21,LEE,CRY,1.0,0.0,1.98,0.71,8.58,43.86,51.19,71.31,11.38,58.15,48.84,41.33
21/22,12/1/21,WAT,CHE,1.0,2.0,0.99,0.91,14.27,35.45,39.34,67.53,8.76,73.38,69.3,35.12
21/22,12/1/21,WHU,BRI,1.0,1.0,1.15,1.26,14.06,53.56,54.98,53.88,9.37,54.18,49.57,47.21
21/22,12/1/21,WOL,BUR,0.0,0.0,0.71,0.2,14.64,40.54,39.04,58.48,12.89,38.1,41.11,60.22
21/22,12/1/21,SOU,LEI,2.0,2.0,1.91,1.44,10.5,43.45,47.35,64.56,11.78,42.31,49.49,66.11
21/22,12/1/21,AVL,MCI,1.0,2.0,0.77,1.02,12.91,46.2,43.13,53.1,8.52,91.88,93.4,25.21
21/22,12/1/21,EVE,LIV,1.0,4.0,0.51,2.86,14.03,43.54,44.47,60.69,8.07,86.56,93.02,32.73
21/22,12/2/21,TOT,BRE,2.0,0.0,2.07,0.23,12.53,66.09,67.95,43.7,11.66,56.0,52.89,49.5
21/22,12/2/21,MUN,ARS,3.0,2.0,1.86,1.17,12.84,54.52,57.21,56.85,12.55,64.76,63.39,48.39
21/22,12/4/21,WHU,CHE,3.0,2.0,2.02,1.37,14.06,53.56,54.98,53.88,8.76,73.38,69.3,35.12
21/22,12/4/21,NEW,BUR,1.0,0.0,1.71,0.6,13.8,41.53,41.53,62.71,12.89,38.1,41.11,60.22
21/22,12/4/21,SOU,BRI,1.0,1.0,1.34,1.49,10.5,43.45,47.35,64.56,9.37,54.18,49.57,47.21
21/22,12/4/21,WOL,LIV,0.0,1.0,0.1,2.42,14.64,40.54,39.04,58.48,8.07,86.56,93.02,32.73
21/22,12/4/21,WAT,MCI,1.0,3.0,0.68,4.03,14.27,35.45,39.34,67.53,8.52,91.88,93.4,25.21
21/22,12/5/21,LEE,BRE,2.0,2.0,1.42,1.2,8.58,43.86,51.19,71.31,11.66,56.0,52.89,49.5
21/22,12/5/21,MUN,CRY,1.0,0.0,0.87,0.52,12.84,54.52,57.21,56.85,11.38,58.15,48.84,41.33
21/22,12/5/21,TOT,NOR,3.0,0.0,2.01,1.07,12.53,66.09,67.95,43.7,15.33,25.04,31.51,80.08
21/22,12/5/21,AVL,LEI,2.0,1.0,1.85,0.98,12.91,46.2,43.13,53.1,11.78,42.31,49.49,66.11
21/22,12/6/21,EVE,ARS,2.0,1.0,1.06,1.06,14.03,43.54,44.47,60.69,12.55,64.76,63.39,48.39
21/22,12/10/21,BRE,WAT,2.0,1.0,1.83,0.56,11.66,56.0,52.89,49.5,14.27,35.45,39.34,67.53
21/22,12/11/21,MCI,WOL,1.0,0.0,3.0,0.08,8.52,91.88,93.4,25.21,14.64,40.54,39.04,58.48
21/22,12/11/21,ARS,SOU,3.0,0.0,2.08,0.5,12.55,64.76,63.39,48.39,10.5,43.45,47.35,64.56
21/22,12/11/21,CHE,LEE,3.0,2.0,2.75,1.73,8.76,73.38,69.3,35.12,8.58,43.86,51.19,71.31
21/22,12/11/21,LIV,AVL,1.0,0.0,2.71,0.14,8.07,86.56,93.02,32.73,12.91,46.2,43.13,53.1
21/22,12/11/21,NOR,MUN,0.0,1.0,0.99,2.1,15.33,25.04,31.51,80.08,12.84,54.52,57.21,56.85
21/22,12/12/21,BUR,WHU,0.0,0.0,0.55,1.0,12.89,38.1,41.11,60.22,14.06,53.56,54.98,53.88
21/22,12/12/21,LEI,NEW,4.0,0.0,2.06,0.51,11.78,42.31,49.49,66.11,13.8,41.53,41.53,62.71
21/22,12/12/21,CRY,EVE,3.0,1.0,2.1,1.28,11.38,58.15,48.84,41.33,14.03,43.54,44.47,60.69
21/22,12/14/21,NOR,AVL,0.0,2.0,0.5,1.96,15.33,25.04,31.51,80.08,12.91,46.2,43.13,53.1
21/22,12/14/21,MCI,LEE,7.0,0.0,3.31,0.23,8.52,91.88,93.4,25.21,8.58,43.86,51.19,71.31
21/22,12/15/21,BRI,WOL,0.0,1.0,1.2,1.12,9.37,54.18,49.57,47.21,14.64,40.54,39.04,58.48
21/22,12/15/21,CRY,SOU,2.0,2.0,1.49,0.63,11.38,58.15,48.84,41.33,10.5,43.45,47.35,64.56
21/22,12/15/21,ARS,WHU,2.0,0.0,2.81,0.34,12.55,64.76,63.39,48.39,14.06,53.56,54.98,53.88
21/22,12/16/21,CHE,EVE,1.0,1.0,3.2,0.63,8.76,73.38,69.3,35.12,14.03,43.54,44.47,60.69
21/22,12/16/21,LIV,NEW,3.0,1.0,2.94,0.21,8.07,86.56,93.02,32.73,13.8,41.53,41.53,62.71
21/22,12/18/21,LEE,ARS,1.0,4.0,1.31,3.69,8.58,43.86,51.19,71.31,12.55,64.76,63.39,48.39
21/22,12/19/21,WOL,CHE,0.0,0.0,0.32,0.79,14.64,40.54,39.04,58.48,8.76,73.38,69.3,35.12
21/22,12/19/21,NEW,MCI,0.0,4.0,0.17,3.65,13.8,41.53,41.53,62.71,8.52,91.88,93.4,25.21
21/22,12/19/21,TOT,LIV,2.0,2.0,2.8,1.55,12.53,66.09,67.95,43.7,8.07,86.56,93.02,32.73
21/22,12/26/21,MCI,LEI,6.0,3.0,3.83,2.43,8.52,91.88,93.4,25.21,11.78,42.31,49.49,66.11
21/22,12/26/21,NOR,ARS,0.0,5.0,0.15,2.88,15.33,25.04,31.51,80.08,12.55,64.76,63.39,48.39
21/22,12/26/21,TOT,CRY,3.0,0.0,2.82,0.18,12.53,66.09,67.95,43.7,11.38,58.15,48.84,41.33
21/22,12/26/21,WHU,SOU,2.0,3.0,1.54,1.36,14.06,53.56,54.98,53.88,10.5,43.45,47.35,64.56
21/22,12/26/21,AVL,CHE,1.0,3.0,0.47,2.83,12.91,46.2,43.13,53.1,8.76,73.38,69.3,35.12
21/22,12/26/21,BRI,BRE,2.0,0.0,0.94,1.1,9.37,54.18,49.57,47.21,11.66,56.0,52.89,49.5
21/22,12/27/21,NEW,MUN,1.0,1.0,1.27,1.76,13.8,41.53,41.53,62.71,12.84,54.52,57.21,56.85
21/22,12/28/21,WAT,WHU,1.0,4.0,1.01,2.84,14.27,35.45,39.34,67.53,14.06,53.56,54.98,53.88
21/22,12/28/21,CRY,NOR,3.0,0.0,2.39,0.59,11.38,58.15,48.84,41.33,15.33,25.04,31.51,80.08
21/22,12/28/21,SOU,TOT,1.0,1.0,0.35,2.81,10.5,43.45,47.35,64.56,12.53,66.09,67.95,43.7
21/22,12/28/21,LEI,LIV,1.0,0.0,0.62,2.73,11.78,42.31,49.49,66.11,8.07,86.56,93.02,32.73
21/22,12/29/21,CHE,BRI,1.0,1.0,0.76,0.79,8.76,73.38,69.3,35.12,9.37,54.18,49.57,47.21
21/22,12/29/21,BRE,MCI,0.0,1.0,0.24,1.02,11.66,56.0,52.89,49.5,8.52,91.88,93.4,25.21
21/22,12/30/21,MUN,BUR,3.0,1.0,1.81,0.87,12.84,54.52,57.21,56.85,12.89,38.1,41.11,60.22
21/22,1/1/22,ARS,MCI,1.0,2.0,0.84,1.95,12.55,64.76,63.39,48.39,8.52,91.88,93.4,25.21
21/22,1/1/22,WAT,TOT,0.0,1.0,0.3,1.94,14.27,35.45,39.34,67.53,12.53,66.09,67.95,43.7
21/22,1/1/22,CRY,WHU,2.0,3.0,2.69,2.23,11.38,58.15,48.84,41.33,14.06,53.56,54.98,53.88
21/22,1/2/22,BRE,AVL,2.0,1.0,0.5,1.14,11.66,56.0,52.89,49.5,12.91,46.2,43.13,53.1
21/22,1/2/22,EVE,BRI,2.0,3.0,1.83,1.48,14.03,43.54,44.47,60.69,9.37,54.18,49.57,47.21
21/22,1/2/22,LEE,BUR,3.0,1.0,2.04,0.96,8.58,43.86,51.19,71.31,12.89,38.1,41.11,60.22
21/22,1/2/22,CHE,LIV,2.0,2.0,1.39,1.79,8.76,73.38,69.3,35.12,8.07,86.56,93.02,32.73
21/22,1/3/22,MUN,WOL,0.0,1.0,0.77,0.84,12.84,54.52,57.21,56.85,14.64,40.54,39.04,58.48
21/22,1/11/22,SOU,BRE,4.0,1.0,1.59,0.62,10.5,43.45,47.35,64.56,11.66,56.0,52.89,49.5
21/22,1/12/22,WHU,NOR,2.0,0.0,2.89,0.34,14.06,53.56,54.98,53.88,15.33,25.04,31.51,80.08
21/22,1/14/22,BRI,CRY,1.0,1.0,2.18,0.51,9.37,54.18,49.57,47.21,11.38,58.15,48.84,41.33
21/22,1/15/22,MCI,CHE,1.0,0.0,0.9,0.61,8.52,91.88,93.4,25.21,8.76,73.38,69.3,35.12
21/22,1/15/22,NEW,WAT,1.0,1.0,1.04,1.5,13.8,41.53,41.53,62.71,14.27,35.45,39.34,67.53
21/22,1/15/22,NOR,EVE,2.0,1.0,1.0,0.54,15.33,25.04,31.51,80.08,14.03,43.54,44.47,60.69
21/22,1/15/22,WOL,SOU,3.0,1.0,2.3,0.92,14.64,40.54,39.04,58.48,10.5,43.45,47.35,64.56
21/22,1/15/22,AVL,MUN,2.0,2.0,1.83,1.35,12.91,46.2,43.13,53.1,12.84,54.52,57.21,56.85
21/22,1/16/22,LIV,BRE,3.0,0.0,3.49,0.38,8.07,86.56,93.02,32.73,11.66,56.0,52.89,49.5
21/22,1/16/22,WHU,LEE,2.0,3.0,2.35,2.27,14.06,53.56,54.98,53.88,8.58,43.86,51.19,71.31
21/22,1/18/22,BRI,CHE,1.0,1.0,0.75,0.57,9.37,54.18,49.57,47.21,8.76,73.38,69.3,35.12
21/22,1/19/22,LEI,TOT,2.0,3.0,1.95,4.25,11.78,42.31,49.49,66.11,12.53,66.09,67.95,43.7
21/22,1/19/22,BRE,MUN,1.0,3.0,2.08,2.06,11.66,56.0,52.89,49.5,12.84,54.52,57.21,56.85
21/22,1/21/22,WAT,NOR,0.0,3.0,1.31,0.93,14.27,35.45,39.34,67.53,15.33,25.04,31.51,80.08
21/22,1/22/22,EVE,AVL,0.0,1.0,1.24,0.86,14.03,43.54,44.47,60.69,12.91,46.2,43.13,53.1
21/22,1/22/22,BRE,WOL,1.0,2.0,0.74,0.22,11.66,56.0,52.89,49.5,14.64,40.54,39.04,58.48
21/22,1/22/22,LEE,NEW,0.0,1.0,1.13,1.16,8.58,43.86,51.19,71.31,13.8,41.53,41.53,62.71
21/22,1/22/22,MUN,WHU,1.0,0.0,1.76,0.24,12.84,54.52,57.21,56.85,14.06,53.56,54.98,53.88
21/22,1/22/22,SOU,MCI,1.0,1.0,1.0,1.63,10.5,43.45,47.35,64.56,8.52,91.88,93.4,25.21
21/22,1/23/22,ARS,BUR,0.0,0.0,1.36,0.39,12.55,64.76,63.39,48.39,12.89,38.1,41.11,60.22
21/22,1/23/22,CRY,LIV,1.0,3.0,1.63,1.5,11.38,58.15,48.84,41.33,8.07,86.56,93.02,32.73
21/22,1/23/22,LEI,BRI,1.0,1.0,1.71,1.2,11.78,42.31,49.49,66.11,9.37,54.18,49.57,47.21
21/22,1/23/22,CHE,TOT,2.0,0.0,1.04,0.33,8.76,73.38,69.3,35.12,12.53,66.09,67.95,43.7
21/22,2/5/22,BUR,WAT,0.0,0.0,0.77,0.93,12.89,38.1,41.11,60.22,14.27,35.45,39.34,67.53
21/22,2/8/22,WHU,WAT,1.0,0.0,0.91,0.34,14.06,53.56,54.98,53.88,14.27,35.45,39.34,67.53
21/22,2/8/22,NEW,EVE,3.0,1.0,2.69,0.82,13.8,41.53,41.53,62.71,14.03,43.54,44.47,60.69
21/22,2/8/22,BUR,MUN,1.0,1.0,0.77,1.83,12.89,38.1,41.11,60.22,12.84,54.52,57.21,56.85
21/22,2/9/22,NOR,CRY,1.0,1.0,0.3,1.23,15.33,25.04,31.51,80.08,11.38,58.15,48.84,41.33
21/22,2/9/22,TOT,SOU,2.0,3.0,1.74,1.73,12.53,66.09,67.95,43.7,10.5,43.45,47.35,64.56
21/22,2/9/22,MCI,BRE,2.0,0.0,1.98,0.46,8.52,91.88,93.4,25.21,11.66,56.0,52.89,49.5
21/22,2/9/22,AVL,LEE,3.0,3.0,1.5,2.53,12.91,46.2,43.13,53.1,8.58,43.86,51.19,71.31
21/22,2/10/22,WOL,ARS,0.0,1.0,0.64,1.45,14.64,40.54,39.04,58.48,12.55,64.76,63.39,48.39
21/22,2/10/22,LIV,LEI,2.0,0.0,2.73,0.54,8.07,86.56,93.02,32.73,11.78,42.31,49.49,66.11
21/22,2/12/22,MUN,SOU,1.0,1.0,2.99,0.68,12.84,54.52,57.21,56.85,10.5,43.45,47.35,64.56
21/22,2/12/22,BRE,CRY,0.0,0.0,1.98,0.5,11.66,56.0,52.89,49.5,11.38,58.15,48.84,41.33
21/22,2/12/22,EVE,LEE,3.0,0.0,2.59,0.24,14.03,43.54,44.47,60.69,8.58,43.86,51.19,71.31
21/22,2/12/22,WAT,BRI,0.0,2.0,0.53,1.8,14.27,35.45,39.34,67.53,9.37,54.18,49.57,47.21
21/22,2/12/22,NOR,MCI,0.0,4.0,0.36,4.45,15.33,25.04,31.51,80.08,8.52,91.88,93.4,25.21
21/22,2/13/22,BUR,LIV,0.0,1.0,1.16,1.96,12.89,38.1,41.11,60.22,8.07,86.56,93.02,32.73
21/22,2/13/22,NEW,AVL,1.0,0.0,0.53,0.46,13.8,41.53,41.53,62.71,12.91,46.2,43.13,53.1
21/22,2/13/22,TOT,WOL,0.0,2.0,0.84,1.87,12.53,66.09,67.95,43.7,14.64,40.54,39.04,58.48
21/22,2/13/22,LEI,WHU,2.0,2.0,1.41,0.75,11.78,42.31,49.49,66.11,14.06,53.56,54.98,53.88
21/22,2/15/22,MUN,BRI,2.0,0.0,2.75,1.26,12.84,54.52,57.21,56.85,9.37,54.18,49.57,47.21
21/22,2/19/22,WHU,NEW,1.0,1.0,0.85,0.93,14.06,53.56,54.98,53.88,13.8,41.53,41.53,62.71
21/22,2/19/22,ARS,BRE,2.0,1.0,1.52,0.64,12.55,64.76,63.39,48.39,11.66,56.0,52.89,49.5
21/22,2/19/22,AVL,WAT,0.0,1.0,1.03,1.82,12.91,46.2,43.13,53.1,14.27,35.45,39.34,67.53
21/22,2/19/22,BRI,BUR,0.0,3.0,0.45,0.82,9.37,54.18,49.57,47.21,12.89,38.1,41.11,60.22
21/22,2/19/22,CRY,CHE,0.0,1.0,0.62,1.12,11.38,58.15,48.84,41.33,8.76,73.38,69.3,35.12
21/22,2/19/22,LIV,NOR,3.0,1.0,3.15,0.67,8.07,86.56,93.02,32.73,15.33,25.04,31.51,80.08
21/22,2/19/22,SOU,EVE,2.0,0.0,2.73,0.2,10.5,43.45,47.35,64.56,14.03,43.54,44.47,60.69
21/22,2/19/22,MCI,TOT,2.0,3.0,2.32,2.0,8.52,91.88,93.4,25.21,12.53,66.09,67.95,43.7
21/22,2/20/22,LEE,MUN,2.0,4.0,1.74,2.61,8.58,43.86,51.19,71.31,12.84,54.52,57.21,56.85
21/22,2/20/22,WOL,LEI,2.0,1.0,0.47,1.55,14.64,40.54,39.04,58.48,11.78,42.31,49.49,66.11
21/22,2/23/22,BUR,TOT,1.0,0.0,1.56,0.69,12.89,38.1,41.11,60.22,12.53,66.09,67.95,43.7
21/22,2/23/22,WAT,CRY,1.0,4.0,1.72,0.82,14.27,35.45,39.34,67.53,11.38,58.15,48.84,41.33
21/22,2/23/22,LIV,LEE,6.0,0.0,5.33,0.14,8.07,86.56,93.02,32.73,8.58,43.86,51.19,71.31
21/22,2/24/22,ARS,WOL,2.0,1.0,2.51,1.11,12.55,64.76,63.39,48.39,14.64,40.54,39.04,58.48
21/22,2/25/22,SOU,NOR,2.0,0.0,3.09,0.42,10.5,43.45,47.35,64.56,15.33,25.04,31.51,80.08
21/22,2/26/22,LEE,TOT,0.0,4.0,1.9,2.47,8.58,43.86,51.19,71.31,12.53,66.09,67.95,43.7
21/22,2/26/22,BRE,NEW,0.0,2.0,0.49,2.25,11.66,56.0,52.89,49.5,13.8,41.53,41.53,62.71
21/22,2/26/22,CRY,BUR,1.0,1.0,1.04,0.26,11.38,58.15,48.84,41.33,12.89,38.1,41.11,60.22
21/22,2/26/22,MUN,WAT,0.0,0.0,2.41,0.44,12.84,54.52,57.21,56.85,14.27,35.45,39.34,67.53
21/22,2/26/22,BRI,AVL,0.0,2.0,0.63,1.3,9.37,54.18,49.57,47.21,12.91,46.2,43.13,53.1
21/22,2/26/22,EVE,MCI,0.0,1.0,0.77,1.93,14.03,43.54,44.47,60.69,8.52,91.88,93.4,25.21
21/22,2/27/22,WHU,WOL,1.0,0.0,1.62,0.89,14.06,53.56,54.98,53.88,14.64,40.54,39.04,58.48
21/22,3/1/22,BUR,LEI,0.0,2.0,1.04,1.8,12.89,38.1,41.11,60.22,11.78,42.31,49.49,66.11
21/22,3/5/22,LEI,LEE,1.0,0.0,0.36,2.14,11.78,42.31,49.49,66.11,8.58,43.86,51.19,71.31
21/22,3/5/22,AVL,SOU,4.0,0.0,2.85,1.33,12.91,46.2,43.13,53.1,10.5,43.45,47.35,64.56
21/22,3/5/22,BUR,CHE,0.0,4.0,0.85,2.29,12.89,38.1,41.11,60.22,8.76,73.38,69.3,35.12
21/22,3/5/22,NEW,BRI,2.0,1.0,1.58,1.65,13.8,41.53,41.53,62.71,9.37,54.18,49.57,47.21
21/22,3/5/22,NOR,BRE,1.0,3.0,0.77,2.22,15.33,25.04,31.51,80.08,11.66,56.0,52.89,49.5
21/22,3/5/22,WOL,CRY,0.0,2.0,0.71,2.54,14.64,40.54,39.04,58.48,11.38,58.15,48.84,41.33
21/22,3/5/22,LIV,WHU,1.0,0.0,2.19,1.34,8.07,86.56,93.02,32.73,14.06,53.56,54.98,53.88
21/22,3/6/22,WAT,ARS,2.0,3.0,1.3,1.0,14.27,35.45,39.34,67.53,12.55,64.76,63.39,48.39
21/22,3/6/22,MCI,MUN,4.0,1.0,2.74,0.36,8.52,91.88,93.4,25.21,12.84,54.52,57.21,56.85
21/22,3/7/22,TOT,EVE,5.0,0.0,3.24,0.21,12.53,66.09,67.95,43.7,14.03,43.54,44.47,60.69
21/22,3/10/22,WOL,WAT,4.0,0.0,1.55,0.5,14.64,40.54,39.04,58.48,14.27,35.45,39.34,67.53
21/22,3/10/22,SOU,NEW,1.0,2.0,1.8,0.81,10.5,43.45,47.35,64.56,13.8,41.53,41.53,62.71
21/22,3/10/22,NOR,CHE,1.0,3.0,0.97,2.13,15.33,25.04,31.51,80.08,8.76,73.38,69.3,35.12
21/22,3/10/22,LEE,AVL,0.0,3.0,0.19,1.27,8.58,43.86,51.19,71.31,12.91,46.2,43.13,53.1
21/22,3/12/22,BRI,LIV,0.0,2.0,0.63,2.48,9.37,54.18,49.57,47.21,8.07,86.56,93.02,32.73
21/22,3/12/22,BRE,BUR,2.0,0.0,1.82,0.83,11.66,56.0,52.89,49.5,12.89,38.1,41.11,60.22
21/22,3/12/22,MUN,TOT,3.0,2.0,1.02,1.62,12.84,54.52,57.21,56.85,12.53,66.09,67.95,43.7
21/22,3/13/22,CHE,NEW,1.0,0.0,1.07,0.25,8.76,73.38,69.3,35.12,13.8,41.53,41.53,62.71
21/22,3/13/22,EVE,WOL,0.0,1.0,0.4,0.71,14.03,43.54,44.47,60.69,14.64,40.54,39.04,58.48
21/22,3/13/22,LEE,NOR,2.0,1.0,3.12,1.4,8.58,43.86,51.19,71.31,15.33,25.04,31.51,80.08
21/22,3/13/22,SOU,WAT,1.0,2.0,1.26,1.29,10.5,43.45,47.35,64.56,14.27,35.45,39.34,67.53
21/22,3/13/22,WHU,AVL,2.0,1.0,1.58,1.05,14.06,53.56,54.98,53.88,12.91,46.2,43.13,53.1
21/22,3/13/22,ARS,LEI,2.0,0.0,2.94,0.55,12.55,64.76,63.39,48.39,11.78,42.31,49.49,66.11
21/22,3/14/22,CRY,MCI,0.0,0.0,0.47,2.04,11.38,58.15,48.84,41.33,8.52,91.88,93.4,25.21
21/22,3/16/22,BRI,TOT,0.0,2.0,1.04,2.05,9.37,54.18,49.57,47.21,12.53,66.09,67.95,43.7
21/22,3/16/22,ARS,LIV,0.0,2.0,0.53,1.28,12.55,64.76,63.39,48.39,8.07,86.56,93.02,32.73
21/22,3/17/22,EVE,NEW,1.0,0.0,0.71,0.76,14.03,43.54,44.47,60.69,13.8,41.53,41.53,62.71
21/22,3/18/22,WOL,LEE,2.0,3.0,1.24,2.82,14.64,40.54,39.04,58.48,8.58,43.86,51.19,71.31
21/22,3/19/22,AVL,ARS,0.0,1.0,0.31,1.15,12.91,46.2,43.13,53.1,12.55,64.76,63.39,48.39
21/22,3/20/22,LEI,BRE,2.0,1.0,1.28,1.72,11.78,42.31,49.49,66.11,11.66,56.0,52.89,49.5
21/22,3/20/22,TOT,WHU,3.0,1.0,2.55,0.64,12.53,66.09,67.95,43.7,14.06,53.56,54.98,53.88
21/22,4/2/22,LIV,WAT,2.0,0.0,2.24,0.75,8.07,86.56,93.02,32.73,14.27,35.45,39.34,67.53
21/22,4/2/22,WOL,AVL,2.0,1.0,1.62,1.91,14.64,40.54,39.04,58.48,12.91,46.2,43.13,53.1
21/22,4/2/22,LEE,SOU,1.0,1.0,1.51,2.06,8.58,43.86,51.19,71.31,10.5,43.45,47.35,64.56
21/22,4/2/22,CHE,BRE,1.0,4.0,1.29,2.43,8.76,73.38,69.3,35.12,11.66,56.0,52.89,49.5
21/22,4/2/22,BUR,MCI,0.0,2.0,0.06,1.62,12.89,38.1,41.11,60.22,8.52,91.88,93.4,25.21
21/22,4/2/22,BRI,NOR,0.0,0.0,2.38,0.49,9.37,54.18,49.57,47.21,15.33,25.04,31.51,80.08
21/22,4/2/22,MUN,LEI,1.0,1.0,0.9,1.08,12.84,54.52,57.21,56.85,11.78,42.31,49.49,66.11
21/22,4/3/22,WHU,EVE,2.0,1.0,1.5,0.66,14.06,53.56,54.98,53.88,14.03,43.54,44.47,60.69
21/22,4/3/22,TOT,NEW,5.0,1.0,3.61,0.54,12.53,66.09,67.95,43.7,13.8,41.53,41.53,62.71
21/22,4/4/22,CRY,ARS,3.0,0.0,1.4,1.05,11.38,58.15,48.84,41.33,12.55,64.76,63.39,48.39
21/22,4/6/22,BUR,EVE,3.0,2.0,2.24,2.32,12.89,38.1,41.11,60.22,14.03,43.54,44.47,60.69
21/22,4/8/22,NEW,WOL,1.0,0.0,1.44,0.31,13.8,41.53,41.53,62.71,14.64,40.54,39.04,58.48
21/22,4/9/22,EVE,MUN,1.0,0.0,0.36,0.76,14.03,43.54,44.47,60.69,12.84,54.52,57.21,56.85
21/22,4/9/22,WAT,LEE,0.0,3.0,1.07,0.9,14.27,35.45,39.34,67.53,8.58,43.86,51.19,71.31
21/22,4/9/22,SOU,CHE,0.0,6.0,0.56,4.4,10.5,43.45,47.35,64.56,8.76,73.38,69.3,35.12
21/22,4/9/22,ARS,BRI,1.0,2.0,2.35,0.6,12.55,64.76,63.39,48.39,9.37,54.18,49.57,47.21
21/22,4/9/22,AVL,TOT,0.0,4.0,1.49,0.98,12.91,46.2,43.13,53.1,12.53,66.09,67.95,43.7
21/22,4/10/22,NOR,BUR,2.0,0.0,1.67,1.45,15.33,25.04,31.51,80.08,12.89,38.1,41.11,60.22
21/22,4/10/22,LEI,CRY,2.0,1.0,0.88,1.53,11.78,42.31,49.49,66.11,11.38,58.15,48.84,41.33
21/22,4/10/22,BRE,WHU,2.0,0.0,1.86,0.24,11.66,56.0,52.89,49.5,14.06,53.56,54.98,53.88
21/22,4/10/22,MCI,LIV,2.0,2.0,1.35,1.3,8.52,91.88,93.4,25.21,8.07,86.56,93.02,32.73
21/22,4/16/22,TOT,BRI,0.0,1.0,0.59,0.71,12.53,66.09,67.95,43.7,9.37,54.18,49.57,47.21
21/22,4/16/22,WAT,BRE,1.0,2.0,1.5,2.12,14.27,35.45,39.34,67.53,11.66,56.0,52.89,49.5
21/22,4/16/22,SOU,ARS,1.0,0.0,1.04,1.35,10.5,43.45,47.35,64.56,12.55,64.76,63.39,48.39
21/22,4/16/22,MUN,NOR,3.0,2.0,1.67,1.8,12.84,54.52,57.21,56.85,15.33,25.04,31.51,80.08
21/22,4/17/22,WHU,BUR,1.0,1.0,2.79,1.88,14.06,53.56,54.98,53.88,12.89,38.1,41.11,60.22
21/22,4/17/22,NEW,LEI,2.0,1.0,2.54,0.54,13.8,41.53,41.53,62.71,11.78,42.31,49.49,66.11
21/22,4/19/22,LIV,MUN,4.0,0.0,2.26,0.11,8.07,86.56,93.02,32.73,12.84,54.52,57.21,56.85
21/22,4/20/22,EVE,LEI,1.0,1.0,1.69,0.79,14.03,43.54,44.47,60.69,11.78,42.31,49.49,66.11
